source,author,title,description,url,publishedAt,content,full_content,sentiment_label,sentiment_score,sentiment_value
Livemint,list.metadata.agency,"Global uncertainty, trade woes loom on FY26 growth outlook of Indian IT cos, say experts","Global uncertainty, trade woes loom on FY26 growth outlook of Indian IT cos, say experts",https://www.livemint.com/companies/news/global-uncertainty-trade-woes-loom-on-fy26-growth-outlook-of-indian-it-cos-say-experts-11744031034001.html,2025-04-07,"New Delhi, Apr 7 (PTI) Rising global uncertainty and fear of slowdown in its biggest market, the US, is seen taking a toll on the Indian IT industry's showing, with several analysts now warning that … [+5955 chars]",Request error: 410 Client Error: Gone for url: https://www.livemint.com/companies/news/global-uncertainty-trade-woes-loom-on-fy26-growth-outlook-of-indian-it-cos-say-experts-11744031034001.html,NEGATIVE,0.9988564252853394,-1
Livemint,Jas Bardia,Tech Mahindra banks on growth from new consulting and GCC units,"Tech Mahindra started its consulting business arm called ‘TechM Consulting’ on 4 November last year, and a global capability centre (GCC) offering called ‘SST Next-Gen GCC Offering’ on 1 April 2025, according to two internal memos shared with employees and ac…",https://www.livemint.com/companies/news/tech-mahindra-banks-on-growth-from-new-consulting-and-gcc-units-11744115299115.html,2025-04-09,"HTech Mahindra Ltd is banking on new growth opportunities as chief executive Mohit Joshi, who joined the company a little over a year ago, has announced business units to provide consulting services … [+5970 chars]","This is a Mint Premium article gifted to you. Subscribe to enjoy similar stories. Tech Mahindra Ltd is banking on new growth opportunities as chief executive Mohit Joshi, who joined the company a little over a year ago, has announced business units to provide consulting services and run offshore tech centres for clients. The country’s fifth-largest information technology (IT) services company started its consulting business arm called ‘TechM Consulting’ on 4 November last year, and a global capability centre (GCC) offering called ‘SST Next-Gen GCC Offering’ on 1 April 2025, according to two internal memos shared with employees and accessed by Mint. GCCs are offshore centres owned by multinational companies to run back-end work like IT infrastructure, human resources, supply chain and sales management. Also Read: Wipro Ventures heads into new decade with a fresh pair of hands at its wheelsThis means that the Pune-based company, which ended the 12 months through March 2024 with $6.3 bill...",POSITIVE,0.9890305399894714,1
Substack.com,Michelle Kassorla,"Ignorant, Irresponsible, and Privileged: A Critique of the CCCC President's Message","Michelle Kassorla, 
The Multimodal AI Project, 
Apr 11, 2025


 
 
Michelle Kassorla takes speaker Jennifer Sano-Franchini to task for an anti-AI speeck. Sano-Franchini is president of the Conference in Composition and College Communication (CCCC) and argued…",https://michellekassorla.substack.com/p/ignorant-irresponsible-and-privileged,2025-04-11,"I just witnessed a moment in educational history that will likely not age well. I attended the Presidents address at the Conference in Composition and College Communication (CCCC) this morning, and i… [+6910 chars]","I just witnessed a moment in educational history that will likely not age well. I attended the President’s address at the Conference in Composition and College Communication (CCCC) this morning, and it wasn’t pretty. The CCCC is an international professional organization associated with the National Council of Teachers of English (NCTE). The CCCC started in 1949 as a small conference of freshman composition instructors under the auspices of the NCTE, and it grew into the world’s largest organization dedicated to teaching writing. This conference is their vanguard, their golden jewel in the crown of composition. If you are a college composition professor and you want to be noticed, you get your paper into the CCCC journal or present at the CCCC conference—then you know you have arrived. So, naturally, as college professors who teach writing, Eugenia and I wanted to present at CCCC. It was a sort of dream for us. Our research paper on how Generative AI supports critical thinking didn’t m...",POSITIVE,0.7295463681221008,1
BusinessLine,BL Bengaluru Bureau,"Most Earth surface assets globally will be monitored by active satellites by 2028, Gartner predicts","These technologies range from polyfunctional robots to automated cyber defense and earth intelligence, with advancements in AI and GenAI serving as force multipliers, often accelerating time to market",https://www.thehindubusinessline.com/news/science/most-earth-surface-assets-globally-will-be-monitored-by-active-satellites-by-2028-gartner-predicts/article69428046.ece,2025-04-09,"Around 80 per cent of major Earth surface assets globally will be monitored by active satellites by 2028, Gartner forecast on Monday.
According to the Stamford-based research firm, Earth intelligenc… [+1826 chars]","-123.25 -82.65 -215.00 + 712.00 + 261.00 -123.25 -82.65 -82.65 -215.00 -215.00 + 712.00 Get businessline apps on Connect with us TO ENJOY ADDITIONAL BENEFITS Connect With Us Get BusinessLine apps on Around 80 per cent of major Earth surface assets globally will be monitored by active satellites by 2028, Gartner forecast on Monday. According to the Stamford-based research firm, Earth intelligence uses AI to analyse satellite, aerial, and ground data to monitor Earth’s assets and activities, providing insights for decision-making. Earth intelligence comprises collecting and analysing geospatial data, including satellite imagery, remote sensing data, and other environmental data to understand the Earth’s systems and processes. European pharma companies warn of exodus to US as tariffs loom “That doesn’t mean maps and charts. Earth intelligence is delivering numbers on global nickel production, theme park revenue, and the health of wheat crops, to name just a few,” said Bill Ray, Distinguis...",NEGATIVE,0.9782810211181641,-1
Digital Journal,Jon Stojan,AI in metallurgy: expert Sasha Malakhov on the role of new technologies in the steel industry,"Metallurgical AI expert Sasha Malakhov, founder of Metal Minds, has developed an AI-powered decision-making platform to help steelmakers maximize profits. 
The post AI in metallurgy: expert Sasha Malakhov on the role of new technologies in the steel industry …",https://www.digitaljournal.com/tech-science/ai-in-metallurgy-expert-sasha-malakhov-on-the-role-of-new-technologies-in-the-steel-industry/article,2025-04-11,"Photo courtesy Sasha Malakhov
Opinions expressed by Digital Journal contributors are their own.
The days of metallurgy operating without AI are long gone. Today, the industrys growth relies on adop… [+6994 chars]","Hi, what are you looking for? Metallurgical AI expert Sasha Malakhov, founder of Metal Minds, has developed an AI-powered decision-making platform to help steelmakers maximize profits. By Published Opinions expressed by Digital Journal contributors are their own. The days of metallurgy operating without AI are long gone. Today, the industry’s growth relies on adopting modern technologies. Metallurgical AI expert Sasha Malakhov, founder of Metal Minds, has developed an AI-powered decision-making platform to help steelmakers maximize profits. His innovative AI tools improve financial performance and contribute to industry development. In this interview, Malakhov discusses the challenges of AI implementation in the steel industry, the tools that provide real value, and how companies can seize profit opportunities in the era of digital transformation. Integrating AI into metallurgy isn’t just an improvement — it’s a revolution. It elevates companies, automates routine tasks, and allows bus...",POSITIVE,0.9972049593925476,1
Amazon.com,Clement Perrot,Implement human-in-the-loop confirmation with Amazon Bedrock Agents,"In this post, we focus specifically on enabling end-users to approve actions and provide feedback using built-in Amazon Bedrock Agents features, specifically HITL patterns for providing safe and effective agent operations. We explore the patterns available us…",https://aws.amazon.com/blogs/machine-learning/implement-human-in-the-loop-confirmation-with-amazon-bedrock-agents/,2025-04-09,Agents are revolutionizing how businesses automate complex workflows and decision-making processes. Amazon Bedrock Agents helps you accelerate generative AI application development by orchestrating m… [+14768 chars],"Agents are revolutionizing how businesses automate complex workflows and decision-making processes. Amazon Bedrock Agents helps you accelerate generative AI application development by orchestrating multi-step tasks. Agents use the reasoning capability of foundation models (FMs) to break down user-requested tasks into multiple steps. In addition, they use the developer-provided instruction to create an orchestration plan and then carry out the plan by invoking company APIs and accessing knowledge bases using Retrieval Augmented Generation (RAG) to provide an answer to the user’s request. Building intelligent autonomous agents that effectively handle user queries requires careful planning and robust safeguards. Although FMs continue to improve, they can still produce incorrect outputs, and because agents are complex systems, errors can occur at multiple stages. For example, an agent might select the wrong tool or use correct tools with incorrect parameters. Although Amazon Bedrock agents...",NEGATIVE,0.9881069660186768,-1
PR Newswire UK,,Test Studio by boost.ai: Confidently Deploy Enterprise AI Agents with Automated Testing,"Enterprises can now confidently test AI accuracy, streamline workflows, and validate performance before deployment. SANDNES, Norway, April 8, 2025 /PRNewswire/ -- boost.ai today announced the launch of Test Studio, a built-in studio to test and validate AI ag…",https://www.prnewswire.co.uk/news-releases/test-studio-by-boostai-confidently-deploy-enterprise-ai-agents-with-automated-testing-302421311.html,2025-04-08,"Enterprises can now confidently test AI accuracy, streamline workflows, and validate performance beforedeployment.
SANDNES, Norway, April 8, 2025 /PRNewswire/ -- boost.ai today announced the launch … [+4062 chars]","Searching for your content... Phone +44 (0)20 7454 5110 from 8 AM - 5:30 PM GMT Contact Us +44 (0)20 7454 5110

from 8 AM - 5:30 PM GMT 08 Apr, 2025, 10:05 GMT Share this article Enterprises can now confidently test AI accuracy, streamline workflows, and validate performance beforedeployment. SANDNES, Norway, April 8, 2025 /PRNewswire/ -- boost.ai today announced the launch of Test Studio, a built-in studio to test and validate AI agent performance before enterprises deploy them in customer-facing applications. Expanding beyond boost.ai's existing testing capabilities, Test Studio enables rigorous, scalable testing of predefined, generative, or hybrid conversation flows, helping businesses mitigate risk and ensure AI agent accuracy with confidence. With comprehensive evaluation and reporting tools, enterprises can proactively address potential concerns, tracking the performance of their AI agent through multiple test scenarios. As AI adoption accelerates, customers expect higher-qualit...",POSITIVE,0.9919605851173401,1
GlobeNewswire,Progress Software Corporation,Progress Empowers Marketers with Innovative AI Capabilities for Creating Superior Digital Experiences,Progress announced the latest AI innovations in Progress Sitefinity content management platform.......,https://www.globenewswire.com/news-release/2025/04/10/3059383/0/en/Progress-Empowers-Marketers-with-Innovative-AI-Capabilities-for-Creating-Superior-Digital-Experiences.html,2025-04-10,"BURLINGTON, Mass., April 10, 2025 (GLOBE NEWSWIRE) -- Progress (Nasdaq: PRGS), the trusted provider of AI-powered digital experience and infrastructure software, today announced the latest AI innovat… [+3763 chars]","April 10, 2025 10:00 ET


 | Source:
            
Progress Software Corporation





Progress Software Corporation BURLINGTON, Mass., April  10, 2025  (GLOBE NEWSWIRE) -- Progress (Nasdaq: PRGS), the trusted provider of AI-powered digital experience and infrastructure software, today announced the latest AI innovations in Progress® Sitefinity® content management platform. These enhancements empower marketers to create, manage and optimize content more efficiently, delivering faster, easily personalized digital experiences across multiple touchpoints. With new AI-powered media search, advanced translation capabilities and intelligent content optimization, Sitefinity helps organizations streamline workflows, improve accuracy and enhance engagement—meeting the growing demands of an AI-driven marketplace. “AI is revolutionizing what is possible in creating digital content and experiences, and any organizations not using these capabilities will be at a significant competitive disadvantage,...",POSITIVE,0.9982901215553284,1
Finextra,Editorial Team,Lloyds Banking Group accelerates AI development with Google Cloud,Lloyds Banking Group is building a new machine learning (ML) and Generative AI (GenAI) platform using Google Cloud’s Vertex AI.,https://www.finextra.com/newsarticle/45808/lloyds-banking-group-accelerates-ai-development-with-google-cloud,2025-04-09,Lloyds Banking Group is building a new machine learning (ML) and Generative AI (GenAI) platform using Google Clouds Vertex AI.The bank says the initiative has already revolutionised the Group’s abili… [+1500 chars],"News and resources on artificial intelligence systems, innovations and initiatives worldwide. This content has been selected, created and edited by the Finextra editorial team based upon its relevance and interest to our community. Lloyds Banking Group is building a new machine learning (ML) and Generative AI (GenAI) platform using Google Cloud’s Vertex AI. 2


10 April 2025
Be the first to comment This content has been selected, created and edited by the Finextra editorial team based upon its relevance and interest to our community. The bank says the initiative has already revolutionised the Group’s ability to deploy impactful AI use cases at pace with over 300 data scientists and AI developers now using the platform.  

In moving to the new platform, Lloyds Banking Group migrated 15 modelling systems, comprising hundreds of individual models from its on-premise infrastructure and saving 27 Co2 tonnes of operational emissions.

The migration has also unlocked new capabilities and to...",POSITIVE,0.9946224689483643,1
pymnts.com,PYMNTS,This Week in AI: Using AI to Mitigate Tariff Uncertainty and Bank of America’s Big Bet,"Artificial intelligence continues to dominate headlines as businesses accelerate their digital transformations. From banking to AI models, here are the top stories PYMNTS published this week. Companies Use AI to Help Mitigate Tariff Impacts The ability of AI …",https://www.pymnts.com/news/artificial-intelligence/2025/this-week-in-ai-mitigate-tariff-uncertainty-bank-america-tech-investment/,2025-04-11,"Artificial intelligence continues to dominate headlines as businesses accelerate their digital transformations. From banking to AI models, here are the top stories PYMNTS published this week.
Compan… [+3308 chars]","Artificial intelligence continues to dominate headlines as businesses accelerate their digital transformations. From banking to AI models, here are the top stories PYMNTS published this week. The ability of AI to make businesses more efficient is coming in handy as President Donald Trump’s back-and-forth on tariffs is making the markets swoon. A Zilliant survey found that 83% of U.S. C-suite leaders are using AI to adapt their pricing strategies to economic volatility. AI can help by monitoring and understanding tariffs in real time; finding new suppliers or sources for raw materials; improving scenario planning; raising worker productivity; and reducing costs. Bank of America is allocating $4 billion toward new initiatives including AI in 2025, or nearly a third of its overall tech budget. The financial services giant is seeing the benefits of using AI and machine learning, a journey it began in 2018 after launching an AI-powered virtual assistant called Erica to help consumers with f...",POSITIVE,0.986599326133728,1
Vmblog.com,David Marshall,"GitLab CISO Josh Lemos on DevSecOps, AI Security, and Supply Chain Defense at RSA 2025","In this exclusive VMblog interview, Josh Lemos, CISO of GitLab, shares insights about how GitLab's AI-powered DevSecOps platform is revolutionizing secure software development ahead of RSA Conference 2025.",https://vmblog.com:443/archive/2025/04/11/gitlab-ciso-josh-lemos-on-devsecops-ai-security-and-supply-chain-defense-at-rsa-2025.aspx,2025-04-11,"The RSA Conference (RSAC), the premier cybersecurity industry event, returns to San Francisco's Moscone Center April 28-May 1, 2025, bringing together thousands of security professionals, vendors, an… [+17299 chars]","The RSA Conference (RSAC), the premier cybersecurity industry event, returns to San Francisco's Moscone Center April 28-May 1, 2025, bringing together thousands of security professionals, vendors, and thought leaders from across the globe. This annual gathering serves as the definitive forum for the latest cybersecurity innovations, trends, and best practices, featuring hundreds of educational sessions, keynotes from industry luminaries, and an expansive expo floor showcasing cutting-edge security solutions. For organizations navigating today's complex threat landscape, RSAC provides unparalleled networking opportunities, hands-on training, and essential insights to help bolster defense strategies against evolving cyber threats. In this exclusive VMblog interview, Josh Lemos, CISO of GitLab, shares insights about how GitLab's AI-powered DevSecOps platform is revolutionizing secure software development ahead of RSA Conference 2025. Visitors can find GitLab at booth #4324, where the comp...",POSITIVE,0.9984049201011658,1
Techtarget.com,Todd Thiemann,Data security and identity security themes at RSAC 2025,Check out what Enterprise Strategy Group analyst Todd Thiemann has on his agenda for RSA Conference 2025.,https://www.techtarget.com/searchsecurity/opinion/Data-security-and-identity-security-themes-at-RSAC-2025,2025-04-09,"RSA Conference is expected to draw 41,000 industry professionals. While many enjoy the parties and show floor tchotchkes, attendees need to learn about emerging trends and take away practical tips on… [+7311 chars]","We provide market insights, research and advisory, and technical validations for tech buyers. RSA Conference is expected to draw 41,000 industry professionals. While many enjoy the parties and show floor tchotchkes, attendees need to learn about emerging trends and take away practical tips on improving their security programs to set them up for success. This comes from both attending sessions and through discussions with fellow attendees. A number of RSAC sessions are focused on data security and identity security. Following are some key areas to explore at RSAC to improve your security programs. A few years ago, DLP was a slow-moving space full of frustration from hard-to-administer policies to alert noise. Companies knew they needed it to stop data loss and counter insider threats but chaffed at the administrative overhead required to maintain policies and triage alerts. The times are ""a-changin'."" Data loss is a key issue for generative AI (GenAI) initiatives. Many innovators are fi...",NEGATIVE,0.9637098908424377,-1
Techtarget.com,Don Fluckinger,HubSpot users get more Breeze generative AI agents,"HubSpot users get agents for sales, service, and marketing.",https://www.techtarget.com/searchcustomerexperience/news/366622383/HubSpot-users-get-more-Breeze-generative-AI-agents,2025-04-10,"HubSpot now has its own generative AI agent force covering the CX bases for customers, along with new workspaces where service, sales and marketing teams can collaborate with AI assistance.
The agen… [+3719 chars]","your123 - stock.adobe.com HubSpot now has its own generative AI agent force covering the CX bases for customers, along with new workspaces where service, sales and marketing teams can collaborate with AI assistance. The agents include a Prospecting Agent, which can interact with leads and personalize outreach, much like one recently released from Microsoft. For customer service, there are two agents: a Customer Agent, a generative AI-powered customer chatbot, and a Knowledge Base Agent, which finds gaps in documentation that trip up customer service interactions and helps fill them in. ""We feel like agents are the future of how people are going to work, at least for a lot of different roles within a company,"" said Andy Pitre, executive vice president of product at HubSpot. ""Probably the most obvious one is customer support, which has been our most popular, most successful agent."" In use so far, the Customer Agent resolves an average of 52% of customer issues, with some HubSpot customer...",NEGATIVE,0.5803229808807373,-1
Forrester.com,Boris Evelson,"Key Takeaways From The Forrester Wave™: Business Intelligence Platforms, Q2 2025 Research","Forrester recently published our latest wave of BI research: The Forrester Wave™: Business Intelligence Platforms, Q2 2025. There are two important takeaways from the research that are contrary to the media narrative on business intelligence: BI is Alive and …",https://www.forrester.com/blogs/key-takeaways-from-the-forrester-wave-business-intelligence-platforms-q2-2025-research/,2025-04-10,"Forrester recently published our latest wave of BI research: The Forrester Wave: Business Intelligence Platforms, Q2 2025. There are two important takeaways from the research that are contrary to the… [+2902 chars]","Boris Evelson, Vice President, Principal Analyst Forrester recently published our latest evaluation of business intelligence (BI) platform offerings: The Forrester Wave™: Business Intelligence Platforms, Q2 2025. There are two important takeaways from the research that are contrary to the media narrative on business intelligence: Every BI vendor is now making a claim that their platform is genAI- and agentic AI-based. But how BI vendors are leveraging the power of genAI is what makes the difference. This means that data, analytics, and AI leaders must be very clear on how each BI vendor is delivering genAI-based functionality embedded in the BI platform. Here’s a small sample of genAI evaluation criteria that our research uses: For the detailed results, including all eight genAI criteria, 19 other criteria around vendors’ current offerings, and six vendor strategy criteria, please read The Forrester Wave™: Business Intelligence Platforms, Q2 2025, and/or set up a call with me. Stay tun...",NEGATIVE,0.7312576174736023,-1
ComputerWeekly.com,Caroline Donnelly,Global law firm Freshfields embarks on AI-led digital transformation with Google Cloud,"Freshfields has enlisted the help of Google Cloud and its artificial intelligence portfolio to help streamline its processes, as its global chief innovation officer sets about empowering staff to confidently use AI in their everyday work",https://www.computerweekly.com/news/366622022/Global-law-firm-Freshfields-embarks-on-AI-led-digital-transformation-with-Google-Cloud,2025-04-08,"Global law firm Freshfields has outlined its commitment to ensuring all 5,700 of its staff can confidently use artificial intelligence (AI) tools every day to do their jobs, as it embarks on a large-… [+4403 chars]","Gajus - stock.adobe.com Global law firm Freshfields has outlined its commitment to ensuring all 5,700 of its staff can confidently use artificial intelligence (AI) tools every day to do their jobs, as it embarks on a large-scale roll-out of Google’s generative AI (GenAI) chatbot, Gemini. Speaking to Computer Weekly, Freshfields’ global chief innovation officer, Gil Perez, said the company is “laser-focused” on getting every member of staff to “master AI” in support of its push to deliver “client-centric innovation” in a responsible and ethical way. “We are particularly focused on harnessing AI as a tool to augment and empower our lawyers to produce higher quality work products in an efficient manner,” he said. “Conducting legal research, analysing large datasets and summarising the results [are] prime use cases.” In support of these efforts, the company has committed to rolling out Google Cloud’s online business productivity suite, Google Workspace, which comes equipped with the tech g...",POSITIVE,0.9957017302513123,1
ComputerWeekly.com,Marc Ambasna-Jones,Why SLMs could be a big deal for businesses looking for an edge,"Sky-high infrastructure demands, rising operational expenses and data privacy concerns have left CIOs questioning whether bigger is always better when it comes to AI languages",https://www.computerweekly.com/feature/Why-SLMs-could-be-a-big-deal-for-businesses-looking-for-an-edge,2025-04-07,CIOs have been under immense pressure for some time to deliver successful digital initiatives while navigating budget constraints and increasing demands from senior executives. A recent Gartner surve… [+10208 chars],"Pixel-Shot - stock.adobe.com CIOs have been under immense pressure for some time to deliver successful digital initiatives while navigating budget constraints and increasing demands from senior executives. A recent Gartner survey reveals that 92% of CIOs anticipate integrating artificial intelligence (AI) into their organisations by 2025, yet 49% struggle to assess and showcase the technology’s value. Are we going round in circles here? Amid these challenges, small language models (SLMs) have emerged as a compelling solution, promising lower-cost and more secure AI capabilities that can fit with strategic priorities. So much about SLMs makes sense. “The AI community has been actively exploring small language models like Mistral Small and DeepSeek R1,” says Amer Sheikh, chief data scientist at BearingPoint. “These models have seen significant traction, as evidenced by the number of downloads on Hugging Face. Their popularity stems from their ability to trade off accuracy, speed and cost...",POSITIVE,0.9945817589759827,1
Harvard School of Engineering and Applied Sciences,Riley Scheuritzel,Now Available: Full Videos from the AI Negotiation Summit,"On March 8 and 9, 2025, the Program on Negotiation (PON) convened leading practitioners and scholars on artificial intelligence (AI) and negotiation to present their cutting-edge research and discuss innovations in the field. The summit was also the culminati…",https://www.pon.harvard.edu/daily/teaching-negotiation-daily/now-available-full-videos-from-the-ai-negotiation-summit/,2025-04-09,"On March 8 and 9, 2025, the Program on Negotiation (PON) convened leading practitioners and scholars on artificial intelligence (AI) and negotiation to present their cutting-edge research and discuss… [+4259 chars]","PON – Program on Negotiation at Harvard Law School - https://www.pon.harvard.edu By 
										Riley Scheuritzel — on April 9th, 2025 / Teaching Negotiation On March 8 and 9, 2025, the Program on Negotiation (PON) convened leading practitioners and scholars on artificial intelligence (AI) and negotiation to present their cutting-edge research and discuss innovations in the field. The summit was also the culmination of a student AI negotiation bot competition, held by MIT. Chaired by Jared Curhan and Jonathan Gratch, the AI negotiation summit included panels on AI as a researcher, negotiator or mediator, coach, teacher, and uses of AI in the field. To check out full videos of all the summit panels, click here. You can also read the research abstracts on AI negotiation presented at the summit. The presenters were: AI Negotiation Competitions
Panel Leader: Jared Curhan (MIT) AI as a Researcher
Panel Leader: Ray Friedman (Vanderbilt) AI as a Negotiator and Mediator
Panel Leader: Jonathan G...",POSITIVE,0.7988051772117615,1
Bangkok Post,Suchit Leesa-nguansuk,Thailand nudged to utilise AI in growth pursuit,"<p>Thailand should urgently adopt artificial intelligence (AI) to become an ""AI-first"" country, allowing small and medium-sized enterprises (SMEs) to increase productivity and drive GDP growth amid global trade challenges, says Microsoft Thailand.</p>",https://www.bangkokpost.com/business/general/2998109/thailand-nudged-to-utilise-ai-in-growth-pursuit,2025-04-07,"Thailand should urgently adopt artificial intelligence (AI) to become an ""AI-first"" country, allowing small and medium-sized enterprises (SMEs) to increase productivity and drive GDP growth amid glob… [+3999 chars]","PUBLISHED : 8 Apr 2025 at 03:30 NEWSPAPER SECTION: Business WRITER: 
                            Suchit Leesa-nguansuk Thailand should urgently adopt artificial intelligence (AI) to become an ""AI-first"" country, allowing small and medium-sized enterprises (SMEs) to increase productivity and drive GDP growth amid global trade challenges, says Microsoft Thailand. The AI Maturity Matrix, a Boston Consulting Group study that assessed 73 global economies, identified six archetypes of AI economic development and potential. Thailand is among the 20 countries in the largest group of ""gradual practitioners"" adopting AI. Only 10% of the countries rank as being leading AI pioneers, including Canada, China, Singapore, the UK and the US. Malaysia is defined as a ""steady contender"" and Vietnam a ""rising contender"". ""Thailand needs to rush to adopt AI to become an AI-first country,"" Dhanawat Suthumpun, managing director of Microsoft (Thailand), said during the recent Microsoft SMEs AI Skills Summit. ...",NEGATIVE,0.9424911737442017,-1
ZDNet,Tiernan Ray,Google's latest chip is all about reducing one huge hidden cost in AI,The 'Ironwood' chip marks a major shift in focus for Google. as performance and efficiency are taking a backseat.,https://www.zdnet.com/article/googles-latest-chip-is-all-about-reducing-one-huge-hidden-cost-in-ai/,2025-04-09,"Google
During its Google Cloud Next 25 event Wednesday, the search giant unveiled the latest version of its Tensor Processing Unit (TPU), the custom chip built to run artificial intelligence -- with… [+6854 chars]","During its Google Cloud Next 25 event Wednesday, the search giant unveiled the latest version of its Tensor Processing Unit (TPU), the custom chip built to run artificial intelligence -- with a twist. Also: Why Google Code Assist may finally be the programming power tool you need For the first time, Google is positioning the chip for inference, the making of predictions for live requests from millions or even billions of users, as opposed to training, the development of neural networks carried out by teams of AI specialists and data scientists. The Ironwood TPU, as the new chip is called, arrives at an economic inflection point in AI. The industry clearly expects AI moving forward to be less about science projects and more about the actual use of AI models by companies. And the rise of DeepSeek AI has focused Wall Street more than ever on the enormous cost of building AI for Google and its competitors. The rise of ""reasoning"" AI models, such as Google's Gemini, which dramatically incre...",POSITIVE,0.8779221773147583,1
The Times of India,Beena Parmar,JP Morgan plans e-banking leap with its India-built AI,"With a strong technology presence in India, JP Morgan Chase & Co bank has one-third of its around 63,000 technologists across Mumbai, Hyderabad, Bengaluru and Pune, creating solutions to aid cloud computing, integrating AI and improve digital banking.",https://economictimes.indiatimes.com/tech/artificial-intelligence/jp-morgan-plans-e-banking-leap-with-its-india-built-ai/articleshow/120103425.cms,2025-04-09,"JP Morgan Chase &amp; Co, the world's largest bank by market capitalisation, is betting big on Indian-built AI capabilities to improve its global digital banking.The Wall Street powerhouse has about … [+1910 chars]",5 Stories 7 Stories 9 Stories 9 Stories 8 Stories 6 Stories Delhivery-Ecom Express deal: A Big win for Delhivery but could Ecom Express have a longer runway? Bollywood’s creative crisis: Why Hindi cinema is losing the shared experience economy battle Model Context Protocol: The secret handshake changing how businesses talk to AI Why investors must keep in mind Marks’ ‘Pendulum Psychology’ of markets Turning Trump tariffs into an opportunity for India The party’s over; what next? Hot on Web In Case you missed it Top Searched Companies Top Calculators Top Commodities Top Prime Articles Top Slideshow Private Companies Top Definitions Top Story Listing Latest News Follow us on: Find this comment offensive? Choose your reason below and click on the Report button. This will alert our moderators to take action Reason for reporting: Your Reason has been Reported to the admin. Log In/Connect with: Will be displayed Will not be displayed Will be displayed Worry not. You’re just a step away. It s...,NEGATIVE,0.9993926286697388,-1
ETF Daily News,MarketBeat News,Prudential Financial Inc. Sells 459 Shares of Amdocs Limited (NASDAQ:DOX),"Prudential Financial Inc. lessened its stake in shares of Amdocs Limited (NASDAQ:DOX – Free Report) by 16.1% in the 4th quarter, HoldingsChannel.com reports. The fund owned 2,400 shares of the technology company’s stock after selling 459 shares during the per…",https://www.etfdailynews.com/2025/04/12/prudential-financial-inc-sells-459-shares-of-amdocs-limited-nasdaqdox/,2025-04-12,"Prudential Financial Inc. lessened its stake in shares of Amdocs Limited (NASDAQ:DOX – Free Report) by 16.1% in the 4th quarter, HoldingsChannel.com reports. The fund owned 2,400 shares of the techno… [+4819 chars]","Posted by MarketBeat News on Apr 12th, 2025 Prudential Financial Inc. lessened its stake in shares of  Amdocs Limited (NASDAQ:DOX – Free Report) by 16.1% in the 4th quarter, HoldingsChannel.com reports. The fund owned 2,400 shares of the technology company’s stock after selling 459 shares during the period. Prudential Financial Inc.’s holdings in Amdocs were worth $202,000 as of its most recent SEC filing. A number of other hedge funds have also made changes to their positions in DOX. Axxcess Wealth Management LLC raised its holdings in  Amdocs by 5.4% in the 4th quarter. Axxcess Wealth Management LLC now owns 2,431 shares of the technology company’s stock worth $207,000 after acquiring an additional 124 shares during the period.  Principal Securities Inc. increased its stake in shares of  Amdocs by 10.4% in the fourth quarter. Principal Securities Inc. now owns 1,341 shares of the technology company’s stock worth $114,000 after purchasing an additional 126 shares during the period.  G...",NEGATIVE,0.9875447750091553,-1
GlobeNewswire,SigIQ.ai,AI tutoring startup SigIQ.ai emerges from stealth with $9.5M to democratize elite education,"Berkeley, April 07, 2025 (GLOBE NEWSWIRE) -- When SigIQ.ai's AI tutor took India's notoriously difficult UPSC civil service exam last June, it didn't just pass – it achieved the highest score in the exam's history, beating 1.3 million human candidates in unde…",https://www.globenewswire.com/news-release/2025/04/07/3056876/0/en/AI-tutoring-startup-SigIQ-ai-emerges-from-stealth-with-9-5M-to-democratize-elite-education.html,2025-04-07,"Berkeley, April 07, 2025 (GLOBE NEWSWIRE) -- When SigIQ.ai's AI tutor took India's notoriously difficult UPSC civil service exam last June, it didn't just pass it achieved the highest score in the ex… [+5970 chars]","April 07, 2025 10:00 ET


 | Source:
            
SigIQ.ai





SigIQ.ai Berkeley, April  07, 2025  (GLOBE NEWSWIRE) -- When SigIQ.ai's AI tutor took India's notoriously difficult UPSC civil service exam last June, it didn't just pass – it achieved the highest score in the exam's history, beating 1.3 million human candidates in under 7 minutes. Today, the Berkeley-based startup emerges from 18 months of stealth with $9.5 million funding to transform education through personalized AI tutoring that delivers elite-level instruction at the cost of computation, not hundreds of dollars per hour. The seed round was co-led by House Fund and GSV Ventures, with participation from Duolingo, General Catalyst India (Venture Highway), Peak XV Partners (formerly Sequoia India), Calibrate Ventures and angel investors, such as Andy Konwinski (Co-founder, Perplexity), Christian Storm (Co-founder & CTO, Turnitin), Prof. Trevor Darrell (Berkeley AI Research, UC Berkeley), Prof. Jitendra Malik (Berkeley A...",NEGATIVE,0.9862878322601318,-1
